sample,BranchLength,BranchVolume,DBHcyl,DBHqsm,LengthBranchOrder,LengthCylDiam,MaxBranchOrder,NumberBranchOrder,NumberBranches,TotalArea,TotalVolume,TreeHeight,TrunkLength,TrunkVolume,VolumeBranchOrder,VolumeCylDiam,PA,IoU,DSC,MSE,NHD
T202,18.505915,4.846947,0.029561033,0.029561033,0.043325152,2.927814,3,4,16,1.2724421,6.8819485,2.8882847,3.139731,2.035001,1.312451,0.15968625,0.927460317,0.866600977,0.92848737,0.072539683,0.034526187
T203,34.88298,35.317657,0.06915236,0.06915236,0.07359045,1.5463862,4,1,27,4.0741982,42.537807,5.25177,2.8772278,7.2201476,13.72718,0.030363226,0.883068783,0.797920007,0.887478778,0.116931217,0.030452993
T204,61.19921,118.413864,0.2964386,0.25421563,0.24809067,4.772068,4,21,72,12.553301,280.1767,10.836265,11.120365,161.76283,69.84638,0.09996148,0.933333333,0.880641775,0.936509815,0.066666667,0.091649244
T205,1192.2814,4965.411,0.6120897,0.6428128,1.4544679,83.76946,8,42,1120,223.99641,6741.6514,16.491198,13.796494,1776.2402,1772.7863,2.0681655,0.902857143,0.857776853,0.922943723,0.097142857,0.044907735
T206,5.8259563,74.32101,0.28070787,0.28070787,0.03286179,0.35393095,3,2,6,2.364798,98.57692,1.1301517,0.39193907,24.255913,66.018906,0.006949418,0.717094017,0.519584251,0.67870838,0.282905983,0.013633753
T207,123.334274,670.1852,0.6960318,0.6960318,0.8089825,26.67039,4,81,144,37.4303,1853.2251,19.114204,18.747797,1183.04,566.7702,0.6237557,0.979020979,0.949372057,0.973986102,0.020979021,0.012577764
T208,13.983644,22.434143,0.12491126,0.12491126,0.04435757,1.1154861,3,1,12,2.6699517,53.768963,3.3565845,1.960279,31.334822,10.460713,0.021902518,0.994152047,0.986666667,0.993197279,0.005847953,0.001925094
T209,1719.5336,4062.5872,1.0150145,1.0150145,0.94600886,276.07367,9,16,1501,264.61343,7670.2866,22.59279,20.641766,3607.6992,753.659,4.1820416,0.873148148,0.749503968,0.856638457,0.126851852,0.03781385
T210,713.9444,1963.5394,0.3806139,0.38613802,0.99843353,70.477615,7,21,736,124.16074,3020.2937,18.13804,16.97937,1056.7545,603.9507,1.6456358,0.740079365,0.623684211,0.760558168,0.259920635,0.011351881
T211,210.74976,362.63507,0.13526277,0.122985825,0.36635,11.828685,6,26,237,30.410364,443.76782,10.393127,9.417445,81.132744,110.584274,0.2765111,0.844671202,0.7370194,0.84610814,0.155328798,0.037938931
T212,68.47992,35.16667,0.0774923,0.0774923,0.17279261,18.993715,5,12,87,5.798347,66.908195,7.805834,7.760667,31.741518,23.941692,0.6633711,0.892914654,0.819930668,0.900476007,0.107085346,0.131672758
T213,558.50446,1079.5854,0.21717049,0.21255669,0.7192734,40.668896,7,31,607,86.042854,1523.6827,22.881403,22.355974,444.09747,262.6061,0.9380789,0.82962963,0.636853887,0.777452688,0.17037037,0.022409921
T214,41.677635,72.4119,0.2050694,0.2050694,0.098973826,4.272172,4,3,39,7.4471254,168.91318,5.0883255,3.7379823,96.50129,34.15184,0.09341806,0.87037037,0.793290043,0.884585219,0.12962963,0.007695434
T215,37.614624,7.94875,0.034065295,0.034065295,0.11387335,15.141486,3,6,50,1.8649323,10.023842,3.8167768,2.808018,2.0750906,4.1295114,0.44541925,0.867424242,0.799906629,0.888258577,0.132575758,0.022055102
T216,348.25528,916.34973,0.24772075,0.24212268,0.5320239,28.803005,7,20,381,63.682125,1388.7205,18.05505,18.43336,472.3707,305.57538,0.78049856,0.931216931,0.883155685,0.937871195,0.068783069,0.066478693
T217,8.389786,19.474953,0.08261616,0.08261616,0.030154195,0.4211435,3,2,10,1.3825303,20.973251,0.8499942,0.2794977,1.4982978,8.575494,0.008269133,0.976140351,0.957244009,0.978103823,0.023859649,0.004091707
T218,14.874057,18.181955,0.06648061,0.06648061,0.048730735,1.8200624,5,3,16,2.0017266,23.968346,2.5905132,1.7444103,5.786391,9.55255,0.041676752,0.892283951,0.829401319,0.90663904,0.107716049,0.101136996
T219,46.29078,82.334885,0.16717139,0.16582341,0.22615646,6.6181893,4,24,64,10.742027,269.81033,15.097229,15.186224,187.47543,68.55858,0.16768909,0.631944444,0.326710921,0.488619842,0.368055556,0.09980205
T220,747.1139,1133.7754,0.194919,0.18832977,1.0086843,66.920044,7,27,639,97.65461,1369.0459,17.235945,15.662758,235.27052,286.43372,1.592126,0.75,0.652777778,0.78974359,0.25,0.00629819
T221,2140.5942,9108.47,0.7414625,0.80215245,1.2980205,144.28203,8,32,1943,427.86023,12477.469,21.92625,25.754765,3368.9998,2573.3743,3.1819055,0.934294872,0.891452991,0.94244898,0.065705128,0.003966219
T222,164.56464,502.01575,0.5157394,0.5157394,0.16552863,8.15787,5,3,139,29.621407,727.0413,8.266493,1.0771632,225.02563,141.981,0.16194762,0.905555556,0.817353832,0.899364641,0.094444444,0.096365475
T223,291.9271,786.79395,0.48643103,0.48643103,0.52832294,23.105635,5,12,227,50.38919,1665.1561,11.121509,5.921051,878.362,417.19397,0.6219822,0.77483833,0.629551366,0.771830909,0.22516167,0.070947757
T224,354.07693,872.5193,0.18527608,0.18288015,0.599458,28.624542,6,23,391,59.904697,1125.8722,19.260187,17.25672,253.35275,268.66092,0.64936936,0.863768116,0.780357375,0.875103099,0.136231884,0.022168221
T225,6.489426,7.1714306,0.0843029,0.0709348,0.060286626,0,2,1,2,1.6654493,24.864357,3.8231115,4.262864,17.692926,6.6378345,0,0.736111111,0.630244755,0.770445344,0.263888889,0.010043399
T226,263.07516,2596.2202,0.5055639,0.5055639,0.29625463,12.846903,7,8,252,86.69811,4433.7964,16.66374,13.323583,1837.5759,820.3758,0.25716764,0.913194444,0.831914345,0.905059606,0.086805556,0.027767912
T227,24.661644,8.707111,0.031832565,0.031832565,0.07727747,6.9459524,3,4,23,1.795788,11.3898,4.465271,4.061312,2.6826892,2.7478545,0.1608635,0.960982373,0.927887151,0.962585437,0.039017627,0.069115923
T228,441.56146,685.24414,0.2257962,0.22111303,0.78731185,25.131231,8,24,420,64.03996,1044.7466,17.10339,16.677029,359.5024,206.18651,0.5285866,0.937435897,0.8774705,0.934464748,0.062564103,0.020205843
T229,267.07428,792.12604,0.18897447,0.22496685,0.6598539,27.145784,5,31,267,42.734707,1088.509,12.027191,11.215504,296.3831,467.6843,0.78984237,0.902777778,0.814259337,0.895096817,0.097222222,0.003114812
T230,41.89729,182.07744,0.050907787,0.050907787,0.08992669,2.9243686,5,6,35,8.731595,196.69675,4.8439074,3.2175448,14.619279,80.246704,0.06588153,0.954655248,0.907851973,0.951690551,0.045344752,0.012129982
T231,8.523448,24.530931,0.12045295,0.12045295,0.027420197,0.620889,3,1,8,2.5257711,81.15703,1.7115002,1.7930827,56.626102,14.624323,0.012191127,0.890013495,0.792916175,0.883293043,0.109986505,0.054771282
T232,456.48517,973.02814,0.37613896,0.37613896,0.4288047,93.93392,8,19,471,63.50276,1350.4723,20.529995,19.2078,377.44406,280.15042,1.7751627,0.980080526,0.964172018,0.98173803,0.019919474,0.008464559
T233,1268.7241,1888.8005,0.23475048,0.23475048,1.6133447,149.97401,7,63,1268,151.8044,2189.0068,20.139862,28.011215,300.2059,536.30896,4.6288085,0.978750776,0.96020413,0.979681852,0.021249224,0.009472716
T234,506.63446,1556.756,0.23281899,0.23281899,0.7626716,42.093533,7,30,494,93.79536,2128.3398,16.466873,17.462837,571.58356,513.67285,1.058527,0.972348485,0.949373984,0.973846997,0.027651515,0.028007167
T235,18.924944,8.134133,0.035103563,0.035103563,0.049160615,4.040686,3,5,24,1.5491289,10.9532995,3.52252,3.0540137,2.8191657,3.1751058,0.13556364,0.983604158,0.964634337,0.981941299,0.016395842,0.02583146
T236,687.0777,1329.4928,0.75069964,0.75069964,1.1807072,51.45919,7,52,623,99.7206,2526.3096,21.21274,28.034363,1196.8168,546.55664,1.3832476,0.929399256,0.880836842,0.936380604,0.070600744,0.073666406
T237,142.23132,357.499,0.14081168,0.13654102,0.43977046,17.630964,5,45,204,24.117167,486.8604,11.087958,11.534676,129.3614,184.15535,0.5523049,0.943599034,0.896377076,0.945272874,0.056400966,0.00284135
T238,1816.2255,4658.5693,0.45369565,0.43752065,1.0191407,129.12193,8,26,1727,292.0522,6171.832,22.67799,21.360773,1513.2623,815.0985,3.1593206,0.907720588,0.833391693,0.90908682,0.092279412,0.013968503
T239,59.67206,149.90419,0.08425421,0.08425421,0.09949898,5.50759,4,5,64,9.9091015,160.12688,4.3701897,2.6373572,10.222696,34.416874,0.13115533,0.758333333,0.571895425,0.717730496,0.241666667,0.021536031
T240,6.245947,17.46495,0.060887016,0.060887016,0.04371372,0.5285337,2,3,5,1.4881828,25.728199,1.1870022,1.5988805,8.263248,14.031925,0.010377735,0.792084727,0.636652326,0.77425933,0.207915273,0.003412667
T241,106.62847,176.28035,0.30753064,0.30753064,0.10854761,7.6216416,4,2,78,16.298357,339.74133,7.783386,4.1889186,163.46098,39.492447,0.18842666,0.880504459,0.829064543,0.906504253,0.119495541,0.092073255
T242,246.13399,466.66818,0.101546496,0.101546496,0.7099121,29.233873,6,46,286,35.27031,548.3691,12.202545,12.156276,81.70092,235.34111,0.74045616,0.912271062,0.855713451,0.921242407,0.087728938,0.127746823
T243,52.82454,105.39284,0.097486265,0.097486265,0.11693805,2.1846547,4,1,48,7.512327,125.704094,6.8879595,0.85658747,20.311256,58.255737,0.05772251,0.968939394,0.93132943,0.96413212,0.031060606,0.074747655
T244,9.047263,105.98576,0.5518298,0.5906658,0.06383832,0.31555945,2,4,7,12.40713,1361.2755,5.5538635,5.5734186,1255.2898,91.72166,0.006195996,0.918710517,0.820373045,0.900141565,0.081289483,0.068722257
T245,26.073648,9.339235,0.0352251,0.0352251,0.16195971,7.5525694,3,21,41,2.184187,19.222496,4.9551964,5.5345426,9.883262,7.178091,0.17784165,0.981764069,0.957241085,0.978050654,0.018235931,0.008564706
T246,3986.9597,17327.725,1.0002451,1.0002451,1.3955913,261.88748,10,18,3293,767.91125,22750.73,25.419197,24.197489,5423.0073,3464.4324,6.0577784,0.971212121,0.946520327,0.972429171,0.028787879,0.021521356
T247,54.454712,70.95736,0.12956853,0.117537625,0.13876548,5.319297,4,7,57,7.608261,118.39939,6.7996464,5.781305,47.44203,36.248802,0.1587571,0.940752058,0.906081139,0.9502352,0.059247942,0.099853564
T248,235.68263,494.44174,0.25398412,0.2706308,0.19298361,15.5702715,8,9,218,43.8531,1033.8687,19.033554,17.767561,539.42694,76.37133,0.36527628,0.963621399,0.938386228,0.967794328,0.036378601,0.023820914
T249,637.53265,1823.1292,0.31472582,0.30689025,1.0984998,37.373734,7,32,666,121.62373,2809.7693,24.823118,24.372452,986.6399,641.37726,0.7750313,0.913787879,0.858901171,0.923604769,0.086212121,0.118094817
T250,338.81052,637.6621,0.34816954,0.34816954,0.7980508,32.16994,6,30,297,42.742966,849.2263,12.896455,12.414055,211.56418,349.88495,0.7693909,0.948148148,0.907704209,0.951561494,0.051851852,0.078133848
T251,13.885626,32.453705,0.84504384,0.84504384,0.04254948,1.0969372,4,1,10,4.356154,562.4031,3.8050241,0.9449002,529.94934,25.898758,0.021538312,0.970982143,0.944730342,0.971423775,0.029017857,0.002761487
T252,1129.355,3043.6606,0.33992007,0.34585977,1.1829097,76.43755,7,50,1204,179.80518,4042.6558,20.568716,20.380121,998.99536,994.3198,1.741144,0.979967949,0.964478108,0.981901782,0.020032051,0.0085586
T253,3.2449434,11.081749,0.41857967,0.41857967,0.009432834,0.30864787,3,1,3,2.1218581,168.58063,0.91252613,1.1445409,157.49887,2.5714905,0.006060287,0.921657754,0.878306561,0.935193487,0.078342246,0.128135337
T254,168.8129,250.28716,0.3075034,0.3075034,0.41312507,28.802399,6,24,166,24.606628,680.42285,14.586707,14.450408,430.13565,126.21362,0.62262696,0.859583333,0.751102599,0.85687073,0.140416667,0.007774009
T255,517.97644,1092.8651,0.18240596,0.17150466,0.7186106,38.00884,5,34,554,80.065994,1317.1104,20.700506,20.594418,224.24515,331.67368,0.9606623,0.864616402,0.738678109,0.849126653,0.135383598,0.083928677
T256,1381.8885,3432.4355,0.38890523,0.38254797,0.89487505,96.23347,8,17,1273,227.91731,4725.061,24.282242,24.84451,1292.6255,631.9653,2.0088499,0.95042735,0.91208577,0.953839288,0.04957265,0.035594878
T257,7089.3745,51977.832,1.4301325,1.4301325,1.6101302,564.28406,9,25,4514,1610.1232,63430.805,30.162931,28.221214,11452.986,11722.427,12.616999,0.887396694,0.777933427,0.873621749,0.112603306,0.025873186
T258,718.6034,2235.8093,0.3344157,0.33403862,1.1971562,36.849335,6,35,657,139.2869,3330.0571,23.740944,23.96197,1094.248,762.84625,0.8178472,0.967407407,0.937846938,0.967810914,0.032592593,0.004568956
T259,128.03821,183.79485,0.12178616,0.12465325,0.26165482,5.9268284,5,17,145,18.656172,265.19785,10.95446,10.787925,81.402985,59.7754,0.14340426,0.975473251,0.950803958,0.974753836,0.024526749,0.00651173
T260,251.8882,498.91556,0.23560077,0.22718218,0.31460118,12.59621,6,9,218,43.958183,881.6001,17.291956,16.714706,382.68454,128.4578,0.33170277,0.993040123,0.98843272,0.994172974,0.006959877,0.029390133
T261,141.8707,424.0927,0.2545195,0.2559716,0.3756245,13.077835,5,18,172,32.060555,943.778,16.994549,16.083824,519.6853,207.42625,0.29125318,0.950588235,0.905140645,0.949940161,0.049411765,0.05588719
T262,619.6698,1411.7955,0.28627166,0.27554327,0.757869,39.299423,7,25,648,104.86677,2066.8667,19.615868,19.347328,655.0713,327.9403,0.8548048,0.899355878,0.834236946,0.907152044,0.100644122,0.019910208
T263,503.30313,1057.3307,0.26463968,0.26013458,0.6360417,59.550594,8,21,521,82.27943,1688.1896,21.740582,20.4715,630.85895,211.72874,1.2418126,0.967355372,0.940938086,0.969483834,0.032644628,0.043058744
T264,249.59203,716.5301,0.16712865,0.16712865,0.8336676,23.046518,4,48,263,43.248837,841.092,11.200489,10.02369,124.56191,375.21506,0.5414842,0.95875,0.911549708,0.953204443,0.04125,0.001986012
T265,398.4129,2466.325,0.26620018,0.26620018,0.40274924,21.452475,8,16,326,97.39916,2871.1184,10.570213,5.9802666,404.79318,884.7422,0.41226313,0.93963444,0.885559117,0.937935562,0.06036556,0.002916008
T266,229.71095,288.84763,0.13394429,0.13394429,0.26835695,27.042248,7,11,205,27.123642,343.29514,7.37831,8.41226,54.4475,45.96124,0.7521412,0.930612245,0.893162393,0.94318411,0.069387755,0.004540117
T267,223.79494,186.1108,1.0378762,1.0378762,0.26085368,63.864635,6,9,193,33.449577,2370.668,21.134365,20.708532,2184.5574,36.96234,1.9656348,0.9652634,0.922932331,0.959831571,0.0347366,0.026472426
T268,26.794313,27.68686,0.08554631,0.08554631,0.05801298,1.5622897,4,3,29,3.4395404,40.57269,3.1612034,2.6338277,12.885828,9.980632,0.069977306,0.937040441,0.899494048,0.947013975,0.062959559,0.049327666
T269,289.92822,505.04578,0.50311416,0.50311416,0.39793152,13.370366,6,23,262,43.62575,1107.4647,10.081709,11.057885,602.41895,183.49753,0.3027563,0.884717135,0.801557104,0.889699045,0.115282865,0.020211421
T270,634.52545,1918.4888,0.22230257,0.2163539,0.8305692,47.48888,6,46,710,113.28461,2375.9226,19.80533,19.504807,457.43372,480.23193,1.2325232,0.966820988,0.944170266,0.971055418,0.033179012,0.025074947
T271,699.59625,2476.169,0.33899894,0.33899894,0.6518971,41.99353,8,18,593,132.35728,3230.2415,20.43386,21.492346,754.0722,830.4981,0.9943692,0.950617284,0.909007324,0.952323352,0.049382716,0.061293528
T272,46.29078,82.334885,0.16717139,0.16582341,0.22615646,6.6181893,4,24,64,10.742027,269.81033,15.097229,15.186224,187.47543,68.55858,0.16768909,0.930555556,0.868515276,0.928410045,0.069444444,0.059893414
T273,281.05426,510.2686,0.23657212,0.23512565,0.5436672,13.602787,6,18,320,47.456623,950.5055,17.963293,18.29284,440.23697,192.59532,0.36040816,0.963068182,0.927309977,0.962136716,0.036931818,0.061486972
T274,701.76526,2425.191,0.28665978,0.29478672,0.79752785,41.025414,7,28,651,130.00499,2989.6086,20.275854,21.361753,564.41797,845.4642,0.90347815,0.938707729,0.893997877,0.943749834,0.061292271,0.036370398
T275,67.55807,1085.0062,0.32041603,0.3229216,0.40264937,1.6872002,3,10,28,30.89079,1574.8772,11.226073,8.400974,489.87103,880.8087,0.04156265,0.94885615,0.906378513,0.950836328,0.05114385,0.021042788
T276,22.394384,76.36876,0.3109754,0.3109754,0.110125124,0.87564266,3,4,13,5.8562055,211.31123,5.7487087,3.2908278,134.94247,63.72416,0.017193202,0.966450216,0.95070686,0.974512744,0.033549784,0.018533372
T277,423.65793,1359.81,0.34620813,0.36219284,0.98077345,26.140955,5,29,413,87.13037,2341.141,23.713203,24.163317,981.3311,631.83124,0.5650555,0.952160494,0.914370761,0.955126878,0.047839506,0.094697022
T278,3655.6846,15231.057,0.7593425,0.82354915,1.8465706,204.52686,10,27,3061,717.9358,20368.893,27.617527,25.504278,5137.836,3377.9834,4.6120095,0.976190476,0.951073296,0.974730309,0.023809524,0.009261181
T279,35.905815,356.3712,0.36868012,0.36868012,0.17990437,2.2755172,3,11,39,15.55915,831.65704,4.3346663,4.446426,475.2858,262.99847,0.044679675,0.957671958,0.911616162,0.953585203,0.042328042,0.01323476
T280,61.39635,267.47577,0.050406095,0.050406095,0.09002863,4.5103354,5,3,55,12.022362,284.5362,4.877428,1.831862,17.060423,94.32534,0.13408358,0.914834105,0.861710703,0.924039549,0.085165895,0.056234951
T281,68.646935,46.12956,0.090262316,0.08641075,0.35833645,8.935012,3,41,97,8.047162,92.38285,13.103872,12.500357,46.253292,32.859673,0.2943553,0.966899266,0.945776169,0.971771933,0.033100734,0.021985889
T282,132.58624,161.06088,0.105655916,0.11431258,0.36424655,13.179933,5,24,127,17.187635,282.3215,9.484201,9.107482,121.26059,64.16651,0.26508135,0.869572922,0.718595875,0.835925465,0.130427078,0.100367548
T283,2007.2579,4140.609,0.36419436,0.36289674,1.9303497,115.3216,7,39,1896,304.54132,5421.792,21.96086,22.595587,1281.1835,900.43463,2.6754477,0.822390572,0.70223604,0.823440088,0.177609428,0.033508306
T284,243.55882,305.66348,0.072522126,0.072522126,0.13177134,18.80969,8,4,244,28.16564,322.7584,7.2945642,3.870764,17.094902,33.951466,0.5030033,0.893333333,0.826255188,0.904782912,0.106666667,0.113356793
T285,206.01273,470.21487,0.22752294,0.2230696,0.36558682,17.75127,6,12,244,37.9274,830.9606,16.989748,15.140845,360.7457,174.31169,0.40887067,0.935909823,0.885155012,0.938781334,0.064090177,0.047392793
T286,101.698616,128.09512,0.09332173,0.094064444,0.22624132,6.197992,6,14,126,12.634074,154.76733,5.8464355,5.542938,26.6722,47.815292,0.17737685,0.942753623,0.889713112,0.941249069,0.057246377,0.024787831
T287,763.6163,3466.6301,0.42703775,0.42703775,1.3994402,43.355465,7,39,631,167.20279,4676.098,22.27502,20.199091,1209.4681,1485.9916,0.95289236,0.935281385,0.870638108,0.929027702,0.064718615,0.027385895
T288,4.444854,59.89599,0.23048836,0.23048836,0.02877274,0.022481227,2,1,2,3.8151395,330.33096,1.2562094,1.4858363,270.43497,51.151756,0.000441418,0.914536341,0.848661959,0.917243419,0.085463659,0.00997837
T289,766.69226,2033.3479,0.31694376,0.31296197,1.2353283,55.417015,8,32,767,132.60817,2914.2827,19.960665,18.116253,880.9349,745.6863,1.3287185,0.833747412,0.666560847,0.798778375,0.166252588,0.035220754
T290,111.5402,246.97256,0.17406802,0.17406802,0.26955616,9.008577,5,7,122,18.76583,356.74188,11.193642,8.960568,109.7693,110.53086,0.20135936,0.846230159,0.723297167,0.839348,0.153769841,0.070033854
T291,94.56878,109.0673,1.4459927,1.4459927,0.39469007,13.755482,5,27,98,21.61197,2865.0723,12.306897,14.169621,2756.005,65.06175,0.25370046,0.980709877,0.97108147,0.985205112,0.019290123,0.006528753
T292,15.607418,39.255695,0.2745488,0.2745488,0.031000825,0.034329843,3,3,17,4.48541,164.44307,3.0547256,3.4449878,125.187386,14.861596,0.000674065,0.974206349,0.94756028,0.973007996,0.025793651,0.034408121
T293,24.016409,46.044704,0.05409901,0.05409901,0.038269427,1.1463517,5,2,19,3.8179698,58.36569,2.9844007,1.8050139,12.320987,7.884018,0.03715852,0.933232552,0.864731273,0.926357923,0.066767448,0.047291497
T294,101.730316,395.58633,0.4835857,0.4835857,0.25253332,5.4520597,5,8,90,24.981617,1053.5537,7.2857356,6.341929,657.9674,208.85634,0.13778567,0.912797619,0.860284983,0.924299924,0.087202381,0.023560812
T295,151.30913,129.42519,0.06253255,0.056952916,0.26045632,22.22118,5,11,157,14.845464,145.6381,8.526569,7.4772515,16.212925,39.52102,0.53793204,0.972222222,0.945608256,0.972019222,0.027777778,0.039535209
T296,489.85666,936.369,0.27169436,0.26979715,0.7977418,42.21553,7,22,514,77.16722,1566.3967,21.054724,19.280796,630.02783,267.10513,1.0516397,0.985780423,0.97353964,0.986577847,0.014219577,0.004704955
T297,420.10477,993.8967,0.22548796,0.23611479,0.37731782,40.686726,7,13,449,65.772385,1380.6995,19.004055,17.369688,386.80276,164.1957,1.1807517,0.860071301,0.781767837,0.875238133,0.139928699,0.068562583
T298,129.50589,390.45593,0.25691006,0.25691006,0.34893334,11.649809,4,8,69,36.933365,1270.9613,23.24841,23.106844,880.5053,129.28186,0.26288283,0.894981562,0.787952463,0.878332762,0.105018438,0.005778591
T299,87.11593,427.9133,0.31594172,0.31594172,0.24609005,8.850662,4,9,69,19.081581,725.09454,5.7402964,3.81768,297.18124,308.3496,0.27240106,0.958333333,0.923076923,0.958888889,0.041666667,0.047838562
T300,9.13852,13.246935,0.19020608,0.19020608,0.054458708,1.9971114,2,4,9,2.3938751,66.17605,3.7887154,3.1379094,52.929115,10.065216,0.029777642,0.946759259,0.906743574,0.951083475,0.053240741,0.016140519
T301,2122.6409,11045.735,0.6974168,0.75908095,1.3427019,148.41591,9,21,1768,476.927,15034.206,23.169687,21.649826,3988.471,2513.1372,3.240019,0.991488383,0.984929757,0.992378713,0.008511617,0.003166498
T302,26.142658,24.784952,0.17961004,0.17961004,0.063415825,2.6752636,4,2,26,4.2704964,159.11662,4.391053,1.925218,134.33168,10.020805,0.061693504,0.932900433,0.874161834,0.930620167,0.067099567,0.027106353
T303,9.24611,16.960663,0.050210442,0.050210442,0.05065915,1.2653097,3,2,7,1.6976211,29.625002,2.551609,1.7466795,12.664341,12.477528,0.024844298,0.972402597,0.946679977,0.972262953,0.027597403,0.030464492
T304,831.8814,1772.1044,1.42208,1.42208,1.2324852,73.139305,7,51,741,115.28175,6450.401,24.586637,23.477962,4678.2954,981.0598,2.1922963,0.820741758,0.681639443,0.809189249,0.179258242,0.035405036
T305,146.85847,72.383194,0.046575733,0.046575733,0.07888484,15.676622,6,2,159,10.888485,78.77916,7.519394,2.0618172,6.395974,7.2700195,0.5522604,0.968240741,0.939171341,0.968310724,0.031759259,0.029945229
T306,262.99817,401.07443,0.13327219,0.12752101,0.27730125,24.16599,6,16,289,33.16266,445.54495,9.312067,4.805564,44.470535,80.50744,0.5686045,0.893633303,0.812732169,0.8951809,0.106366697,0.065369915
T307,563.67334,1180.6244,0.39903876,0.39903876,0.592825,38.40249,6,22,601,89.74032,1770.6945,19.480078,22.53794,590.07,248.62668,0.9032352,0.97979798,0.961979055,0.980620662,0.02020202,0.015239851
T308,106.705345,277.83344,0.16790284,0.16610773,0.32735142,5.9549465,6,17,94,23.787474,503.45398,19.617695,19.933823,225.62053,131.57059,0.12957942,0.862337662,0.767337929,0.868246051,0.137662338,0.02479146
